time	group	mos_p
190	orco_5_het	0
200	orco_5_het	0
210	orco_5_het	0
220	orco_5_het	0
230	orco_5_het	0
240	orco_5_het	0
250	orco_5_het	0
260	orco_5_het	0
270	orco_5_het	0
280	orco_5_het	0
290	orco_5_het	0
300	orco_5_het	0
0	orco_5_het	0
10	orco_5_het	0
20	orco_5_het	0
30	orco_5_het	0
40	orco_5_het	0
50	orco_5_het	0
60	orco_5_het	0
70	orco_5_het	0
80	orco_5_het	0
90	orco_5_het	0
100	orco_5_het	0
110	orco_5_het	0
120	orco_5_het	0
130	orco_5_het	0
140	orco_5_het	0
150	orco_5_het	0
160	orco_5_het	0
170	orco_5_het	0
180	orco_5_het	0
190	orco_5_het	0
200	orco_5_het	0
210	orco_5_het	0
220	orco_5_het	0
230	orco_5_het	0
240	orco_5_het	0
250	orco_5_het	0
260	orco_5_het	0
270	orco_5_het	0
280	orco_5_het	0
290	orco_5_het	0
300	orco_5_het	0
0	orco_16_het	2
10	orco_16_het	2
20	orco_16_het	0
30	orco_16_het	0
40	orco_16_het	0
50	orco_16_het	0
60	orco_16_het	0
70	orco_16_het	0
80	orco_16_het	0
90	orco_16_het	0
100	orco_16_het	2
110	orco_16_het	2
120	orco_16_het	2
130	orco_16_het	2
140	orco_16_het	2
150	orco_16_het	2
160	orco_16_het	2
170	orco_16_het	2
180	orco_16_het	2
190	orco_16_het	2
200	orco_16_het	2
210	orco_16_het	2
220	orco_16_het	2
230	orco_16_het	2
240	orco_16_het	2
250	orco_16_het	2
260	orco_16_het	2
270	orco_16_het	2
280	orco_16_het	2
290	orco_16_het	2
300	orco_16_het	2
0	orco_16_het	2
10	orco_16_het	2
20	orco_16_het	2
30	orco_16_het	0
40	orco_16_het	0
50	orco_16_het	0
60	orco_16_het	0
70	orco_16_het	0
80	orco_16_het	0
90	orco_16_het	0
100	orco_16_het	0
110	orco_16_het	0
120	orco_16_het	0
130	orco_16_het	0
140	orco_16_het	0
150	orco_16_het	0
160	orco_16_het	0
170	orco_16_het	0
180	orco_16_het	0
190	orco_16_het	0
200	orco_16_het	0
210	orco_16_het	0
220	orco_16_het	0
230	orco_16_het	0
240	orco_16_het	0
250	orco_16_het	0
260	orco_16_het	0
270	orco_16_het	0
280	orco_16_het	0
290	orco_16_het	0
300	orco_16_het	0
0	orco_16_het	0
10	orco_16_het	0
20	orco_16_het	0
30	orco_16_het	0
40	orco_16_het	0
50	orco_16_het	0
60	orco_16_het	0
70	orco_16_het	0
80	orco_16_het	0
90	orco_16_het	0
100	orco_16_het	0
110	orco_16_het	0
120	orco_16_het	0
130	orco_16_het	0
140	orco_16_het	0
150	orco_16_het	0
160	orco_16_het	0
170	orco_16_het	0
180	orco_16_het	0
190	orco_16_het	0
200	orco_16_het	0
210	orco_16_het	0
220	orco_16_het	0
230	orco_16_het	0
240	orco_16_het	0
250	orco_16_het	0
260	orco_16_het	0
270	orco_16_het	0
280	orco_16_het	0
290	orco_16_het	0
300	orco_16_het	0
0	orco_16_het	0
10	orco_16_het	0
20	orco_16_het	0
30	orco_16_het	0
40	orco_16_het	0
50	orco_16_het	0
60	orco_16_het	0
70	orco_16_het	0
80	orco_16_het	0
90	orco_16_het	0
100	orco_16_het	0
110	orco_16_het	0
120	orco_16_het	0
130	orco_16_het	0
140	orco_16_het	0
150	orco_16_het	0
160	orco_16_het	0
170	orco_16_het	0
180	orco_16_het	0
190	orco_16_het	0
200	orco_16_het	0
210	orco_16_het	0
220	orco_16_het	0
230	orco_16_het	0
240	orco_16_het	0
250	orco_16_het	0
260	orco_16_het	0
270	orco_16_het	0
280	orco_16_het	0
290	orco_16_het	0
300	orco_16_het	0
0	orco_16_het	0
10	orco_16_het	0
20	orco_16_het	0
30	orco_16_het	2
40	orco_16_het	2
50	orco_16_het	2
60	orco_16_het	2
70	orco_16_het	2
80	orco_16_het	2
90	orco_16_het	2
100	orco_16_het	2
110	orco_16_het	2
120	orco_16_het	2
130	orco_16_het	2
140	orco_16_het	2
150	orco_16_het	2
160	orco_16_het	2
170	orco_16_het	2
180	orco_16_het	2
190	orco_16_het	2
200	orco_16_het	2
210	orco_16_het	2
220	orco_16_het	2
230	orco_16_het	2
240	orco_16_het	2
250	orco_16_het	2
260	orco_16_het	2
270	orco_16_het	2
280	orco_16_het	2
290	orco_16_het	2
300	orco_16_het	2
0	orco_516_ko	2
10	orco_516_ko	2
20	orco_516_ko	2
30	orco_516_ko	2
40	orco_516_ko	2
50	orco_516_ko	2
60	orco_516_ko	2
70	orco_516_ko	2
80	orco_516_ko	2
90	orco_516_ko	2
100	orco_516_ko	2
110	orco_516_ko	2
120	orco_516_ko	2
130	orco_516_ko	2
140	orco_516_ko	2
150	orco_516_ko	2
160	orco_516_ko	2
170	orco_516_ko	2
180	orco_516_ko	2
190	orco_516_ko	2
200	orco_516_ko	2
210	orco_516_ko	2
220	orco_516_ko	2
230	orco_516_ko	2
240	orco_516_ko	2
250	orco_516_ko	2
260	orco_516_ko	2
270	orco_516_ko	2
280	orco_516_ko	2
290	orco_516_ko	2
300	orco_516_ko	2
0	orco_516_ko	4
10	orco_516_ko	4
20	orco_516_ko	4
30	orco_516_ko	4
40	orco_516_ko	4
50	orco_516_ko	4
60	orco_516_ko	4
70	orco_516_ko	4
80	orco_516_ko	4
90	orco_516_ko	4
100	orco_516_ko	4
110	orco_516_ko	4
120	orco_516_ko	4
130	orco_516_ko	4
140	orco_516_ko	4
150	orco_516_ko	4
160	orco_516_ko	4
170	orco_516_ko	4
180	orco_516_ko	4
190	orco_516_ko	4
200	orco_516_ko	4
210	orco_516_ko	4
220	orco_516_ko	4
230	orco_516_ko	4
240	orco_516_ko	4
250	orco_516_ko	4
260	orco_516_ko	4
270	orco_516_ko	4
280	orco_516_ko	4
290	orco_516_ko	4
300	orco_516_ko	4
0	orco_516_ko	2
10	orco_516_ko	2
20	orco_516_ko	2
30	orco_516_ko	2
40	orco_516_ko	2
50	orco_516_ko	2
60	orco_516_ko	2
70	orco_516_ko	2
80	orco_516_ko	2
90	orco_516_ko	2
100	orco_516_ko	2
110	orco_516_ko	2
120	orco_516_ko	2
130	orco_516_ko	2
140	orco_516_ko	2
150	orco_516_ko	2
160	orco_516_ko	2
170	orco_516_ko	2
180	orco_516_ko	2
190	orco_516_ko	2
200	orco_516_ko	2
210	orco_516_ko	2
220	orco_516_ko	2
230	orco_516_ko	2
240	orco_516_ko	2
250	orco_516_ko	2
260	orco_516_ko	2
270	orco_516_ko	2
280	orco_516_ko	2
290	orco_516_ko	2
300	orco_516_ko	2
0	orco_516_ko	0
10	orco_516_ko	2
20	orco_516_ko	2
30	orco_516_ko	2
40	orco_516_ko	2
50	orco_516_ko	2
60	orco_516_ko	2
70	orco_516_ko	2
80	orco_516_ko	2
90	orco_516_ko	2
100	orco_516_ko	2
110	orco_516_ko	2
120	orco_516_ko	2
130	orco_516_ko	2
140	orco_516_ko	2
150	orco_516_ko	2
160	orco_516_ko	2
170	orco_516_ko	2
180	orco_516_ko	2
190	orco_516_ko	2
200	orco_516_ko	2
210	orco_516_ko	2
220	orco_516_ko	2
230	orco_516_ko	2
240	orco_516_ko	2
250	orco_516_ko	2
260	orco_516_ko	2
270	orco_516_ko	2
280	orco_516_ko	2
290	orco_516_ko	2
300	orco_516_ko	2
0	orco_516_ko	4
10	orco_516_ko	4
20	orco_516_ko	4
30	orco_516_ko	2
40	orco_516_ko	2
50	orco_516_ko	2
60	orco_516_ko	2
70	orco_516_ko	2
80	orco_516_ko	2
90	orco_516_ko	2
100	orco_516_ko	2
110	orco_516_ko	2
120	orco_516_ko	2
130	orco_516_ko	2
140	orco_516_ko	2
150	orco_516_ko	2
160	orco_516_ko	2
170	orco_516_ko	2
180	orco_516_ko	2
190	orco_516_ko	2
200	orco_516_ko	2
210	orco_516_ko	2
220	orco_516_ko	2
230	orco_516_ko	2
240	orco_516_ko	2
250	orco_516_ko	2
260	orco_516_ko	2
270	orco_516_ko	2
280	orco_516_ko	2
290	orco_516_ko	2
300	orco_516_ko	2
